Age,Gender,Category,Purchase Amount (USD),Location,Season,Review Rating,Previous Purchases,Frequency of Purchases
57,Male,Footwear,51,Nevada,Fall,2.9,19,Monthly
53,Male,Accessories,97,Alaska,Winter,2.9,11,Fortnightly
59,Male,Clothing,97,Texas,Fall,3.5,25,Monthly
32,Male,Clothing,40,New York,Winter,4.2,42,Weekly
65,Male,Accessories,85,Iowa,Summer,3.3,34,Quarterly
56,Male,Clothing,76,Arizona,Winter,3.9,50,Quarterly
31,Male,Footwear,22,New Mexico,Spring,5.0,21,Monthly
59,Male,Clothing,63,North Carolina,Summer,3.3,37,Weekly
22,Male,Clothing,71,Nevada,Spring,4.2,46,Monthly
47,Male,Footwear,35,Idaho,Summer,4.9,14,Fortnightly
23,Male,Accessories,30,Vermont,Spring,4.6,24,Fortnightly
69,Male,Clothing,74,New Mexico,Fall,4.8,36,Every 3 Months
18,Male,Accessories,71,Georgia,Winter,2.7,19,Bi-Weekly
50,Male,Clothing,84,Kentucky,Spring,4.3,12,Monthly
29,Male,Footwear,38,New York,Fall,3.8,13,Quarterly
65,Male,Accessories,81,Arizona,Spring,4.9,32,Bi-Weekly
29,Male,Clothing,56,Colorado,Winter,3.4,5,Bi-Weekly
49,Male,Clothing,48,Kentucky,Winter,3.6,29,Annually
28,Male,Clothing,97,Alaska,Fall,3.4,40,Fortnightly
51,Male,Accessories,74,Alabama,Fall,4.7,44,Weekly
26,Male,Clothing,50,Connecticut,Winter,3.0,3,Bi-Weekly
38,Male,Clothing,71,Hawaii,Winter,3.4,35,Bi-Weekly
35,Male,Clothing,33,Idaho,Summer,4.6,33,Monthly
34,Male,Accessories,56,Virginia,Summer,3.1,20,Bi-Weekly
51,Male,Clothing,84,Connecticut,Spring,2.8,40,Every 3 Months
47,Male,Clothing,36,Michigan,Fall,3.5,13,Annually
18,Male,Accessories,63,Kentucky,Summer,4.6,9,Monthly
64,Male,Footwear,36,Nebraska,Summer,4.3,7,Annually
30,Male,Outerwear,63,Michigan,Fall,4.8,42,Quarterly
59,Male,Footwear,32,Utah,Winter,2.9,44,Fortnightly
66,Male,Accessories,93,New Mexico,Spring,3.0,6,Annually
40,Male,Clothing,29,Florida,Summer,2.9,8,Every 3 Months
25,Male,Accessories,92,Mississippi,Summer,3.7,10,Weekly
59,Male,Clothing,33,Hawaii,Fall,4.7,46,Quarterly
66,Male,Clothing,52,North Carolina,Spring,3.5,26,Weekly
54,Male,Accessories,42,Illinois,Spring,2.7,6,Every 3 Months
42,Male,Clothing,36,Maryland,Spring,5.0,47,Every 3 Months
48,Male,Footwear,67,Montana,Summer,4.1,28,Annually
34,Male,Outerwear,43,Michigan,Winter,2.7,23,Annually
19,Male,Clothing,68,North Carolina,Spring,4.8,45,Fortnightly
70,Male,Accessories,60,Minnesota,Summer,4.3,44,Every 3 Months
43,Male,Clothing,53,Delaware,Summer,4.5,11,Monthly
46,Male,Clothing,23,Kentucky,Spring,3.8,39,Bi-Weekly
66,Male,Accessories,57,Ohio,Winter,3.7,20,Every 3 Months
50,Male,Accessories,89,Alaska,Fall,3.9,48,Fortnightly
55,Male,Footwear,99,Vermont,Winter,3.3,46,Quarterly
63,Male,Clothing,28,Alabama,Fall,3.4,22,Monthly
32,Male,Clothing,53,Wisconsin,Summer,3.8,45,Annually
30,Male,Clothing,45,Arkansas,Winter,2.7,49,Every 3 Months
35,Male,Clothing,38,Georgia,Winter,2.9,9,Every 3 Months
59,Male,Clothing,49,Louisiana,Summer,4.5,41,Quarterly
59,Male,Clothing,32,New York,Summer,2.6,2,Monthly
54,Male,Clothing,37,Connecticut,Winter,3.1,39,Bi-Weekly
63,Male,Clothing,80,Nebraska,Winter,4.7,12,Quarterly
43,Male,Accessories,78,Arkansas,Summer,4.6,26,Every 3 Months
33,Male,Accessories,53,Connecticut,Summer,2.7,32,Bi-Weekly
57,Male,Footwear,82,Maryland,Summer,4.6,50,Bi-Weekly
25,Male,Clothing,33,Colorado,Spring,4.8,3,Fortnightly
26,Male,Accessories,77,Colorado,Winter,4.2,3,Quarterly
50,Male,Clothing,56,Maine,Winter,4.9,37,Monthly
70,Male,Clothing,37,Oklahoma,Winter,4.9,20,Fortnightly
68,Male,Accessories,54,South Carolina,Spring,4.5,26,Bi-Weekly
39,Male,Clothing,67,Nevada,Winter,2.7,47,Quarterly
46,Male,Footwear,90,Colorado,Fall,3.1,7,Every 3 Months
57,Male,Clothing,72,Massachusetts,Summer,3.3,40,Annually
47,Male,Footwear,59,Nevada,Summer,2.6,45,Quarterly
40,Male,Accessories,45,Iowa,Fall,4.4,20,Fortnightly
52,Male,Clothing,30,Michigan,Spring,3.9,11,Weekly
40,Male,Clothing,51,West Virginia,Summer,4.6,50,Monthly
67,Male,Clothing,90,Indiana,Fall,4.9,25,Quarterly
67,Male,Outerwear,95,Indiana,Winter,3.7,5,Fortnightly
37,Male,Clothing,81,Georgia,Fall,3.7,4,Annually
67,Male,Clothing,70,Minnesota,Spring,4.2,25,Weekly
64,Male,Clothing,32,Louisiana,Winter,3.5,11,Fortnightly
28,Male,Accessories,94,Maryland,Spring,2.9,4,Bi-Weekly
54,Male,Accessories,29,Pennsylvania,Spring,3.4,1,Monthly
54,Male,Accessories,31,Louisiana,Summer,3.3,48,Every 3 Months
24,Male,Clothing,20,Maryland,Fall,4.5,9,Every 3 Months
27,Male,Accessories,44,Tennessee,Winter,4.6,2,Fortnightly
53,Male,Outerwear,77,Illinois,Fall,2.9,4,Quarterly
32,Male,Accessories,51,Wyoming,Spring,3.2,43,Fortnightly
24,Male,Footwear,49,Florida,Summer,2.6,32,Annually
45,Male,Accessories,78,Massachusetts,Spring,3.8,1,Quarterly
49,Male,Clothing,98,Tennessee,Spring,2.8,38,Fortnightly
51,Male,Footwear,94,Iowa,Winter,4.4,25,Fortnightly
69,Male,Footwear,91,Michigan,Summer,4.7,42,Quarterly
41,Male,Accessories,77,Kansas,Summer,2.7,32,Monthly
59,Male,Accessories,97,Georgia,Summer,2.6,21,Quarterly
26,Male,Clothing,58,West Virginia,Summer,3.4,26,Fortnightly
23,Male,Accessories,97,Tennessee,Spring,3.9,6,Fortnightly
62,Male,Outerwear,48,Arkansas,Summer,3.4,14,Quarterly
69,Male,Accessories,23,Vermont,Summer,3.4,4,Quarterly
46,Male,Clothing,79,Virginia,Winter,3.9,26,Weekly
35,Male,Accessories,42,Maryland,Spring,4.0,39,Bi-Weekly
32,Male,Accessories,95,Connecticut,Spring,3.4,15,Annually
46,Male,Footwear,29,Missouri,Summer,3.7,1,Every 3 Months
33,Male,Clothing,98,New Jersey,Winter,4.9,28,Monthly
32,Male,Clothing,96,Arkansas,Spring,5.0,17,Weekly
33,Male,Accessories,66,Nevada,Fall,2.9,24,Weekly
67,Male,Footwear,80,Missouri,Spring,3.0,29,Quarterly
67,Male,Footwear,27,South Dakota,Summer,3.3,18,Every 3 Months
42,Male,Accessories,25,Connecticut,Fall,4.7,10,Bi-Weekly
20,Male,Clothing,45,Vermont,Fall,3.4,19,Quarterly
39,Male,Clothing,89,Tennessee,Winter,4.6,26,Monthly
26,Male,Accessories,27,California,Winter,3.6,25,Bi-Weekly
51,Male,Accessories,90,Wyoming,Winter,2.6,2,Fortnightly
31,Male,Clothing,65,New York,Summer,2.7,19,Every 3 Months
68,Male,Footwear,72,Maine,Spring,3.1,32,Quarterly
44,Male,Footwear,70,Georgia,Fall,3.2,13,Bi-Weekly
18,Male,Footwear,82,Tennessee,Winter,3.4,30,Fortnightly
58,Male,Accessories,97,New Mexico,Fall,4.4,2,Annually
26,Male,Clothing,25,Virginia,Summer,3.2,8,Quarterly
57,Male,Clothing,48,Florida,Spring,2.5,27,Every 3 Months
37,Male,Footwear,99,Alabama,Summer,3.8,26,Bi-Weekly
24,Male,Clothing,21,Texas,Summer,4.4,3,Bi-Weekly
57,Male,Footwear,94,West Virginia,Spring,3.7,4,Monthly
48,Male,Clothing,53,Nevada,Fall,3.2,5,Fortnightly
39,Male,Accessories,70,Virginia,Winter,4.9,25,Quarterly
51,Male,Clothing,26,Wisconsin,Summer,3.9,47,Bi-Weekly
57,Male,Accessories,82,Virginia,Summer,4.5,8,Fortnightly
53,Male,Footwear,47,Maine,Winter,3.4,20,Fortnightly
70,Male,Clothing,32,Massachusetts,Winter,4.1,42,Every 3 Months
60,Male,Accessories,97,Arkansas,Fall,4.5,20,Weekly
31,Male,Clothing,68,Idaho,Winter,4.7,23,Fortnightly
41,Male,Clothing,23,Pennsylvania,Winter,4.8,26,Quarterly
62,Male,Accessories,33,Maine,Winter,4.4,48,Quarterly
59,Male,Accessories,38,Alabama,Winter,4.0,16,Bi-Weekly
46,Male,Clothing,68,Idaho,Winter,4.1,28,Bi-Weekly
62,Male,Clothing,23,Arkansas,Fall,3.7,39,Weekly
42,Male,Clothing,29,Delaware,Summer,3.0,43,Fortnightly
37,Male,Accessories,35,Maine,Winter,3.6,45,Every 3 Months
50,Male,Footwear,73,Nebraska,Fall,4.8,50,Every 3 Months
29,Male,Footwear,84,Ohio,Fall,3.7,10,Bi-Weekly
25,Male,Accessories,23,Montana,Spring,4.6,40,Quarterly
66,Male,Accessories,67,New Mexico,Summer,2.8,38,Monthly
21,Male,Clothing,51,North Carolina,Spring,4.0,2,Monthly
46,Male,Clothing,36,South Carolina,Winter,4.2,13,Annually
57,Male,Clothing,55,Illinois,Summer,3.6,33,Annually
61,Male,Clothing,30,Alabama,Spring,2.9,27,Monthly
53,Male,Clothing,70,Oklahoma,Summer,4.1,43,Weekly
37,Male,Clothing,63,Minnesota,Winter,3.1,46,Weekly
39,Male,Accessories,87,Illinois,Summer,4.3,7,Bi-Weekly
53,Male,Clothing,70,Arkansas,Spring,4.4,35,Fortnightly
35,Male,Clothing,51,Minnesota,Spring,3.1,31,Bi-Weekly
69,Male,Accessories,25,South Carolina,Spring,2.9,42,Quarterly
66,Male,Outerwear,32,New York,Winter,3.2,14,Bi-Weekly
19,Male,Footwear,52,Alabama,Spring,4.0,35,Monthly
47,Male,Accessories,33,New York,Summer,2.7,49,Weekly
49,Male,Clothing,68,Missouri,Spring,3.0,17,Fortnightly
31,Male,Accessories,20,Georgia,Fall,4.4,26,Quarterly
39,Male,Clothing,32,Oklahoma,Winter,2.8,30,Every 3 Months
58,Male,Accessories,82,Connecticut,Summer,3.1,32,Annually
45,Male,Footwear,64,Michigan,Winter,3.9,35,Quarterly
68,Male,Footwear,24,Rhode Island,Fall,2.7,15,Annually
35,Male,Accessories,96,Mississippi,Summer,3.4,10,Annually
65,Male,Clothing,94,Massachusetts,Spring,3.8,14,Monthly
45,Male,Accessories,48,New Hampshire,Winter,3.7,30,Annually
19,Male,Accessories,60,Wyoming,Spring,4.5,16,Fortnightly
65,Male,Clothing,56,New Jersey,Spring,2.9,14,Annually
28,Male,Accessories,33,Texas,Fall,3.4,28,Weekly
55,Male,Accessories,46,Minnesota,Spring,4.4,29,Monthly
66,Male,Clothing,37,South Dakota,Spring,4.2,5,Every 3 Months
29,Male,Clothing,98,Washington,Winter,3.3,17,Quarterly
56,Male,Clothing,50,California,Spring,3.7,50,Weekly
21,Male,Accessories,63,Wisconsin,Fall,3.2,23,Quarterly
32,Male,Clothing,70,Michigan,Summer,2.6,22,Annually
54,Male,Outerwear,63,South Carolina,Fall,2.8,15,Quarterly
61,Male,Clothing,86,Indiana,Fall,2.9,32,Monthly
31,Male,Footwear,99,Arkansas,Summer,4.0,5,Monthly
27,Male,Footwear,40,Oregon,Spring,2.9,6,Bi-Weekly
64,Male,Footwear,92,Illinois,Fall,4.7,44,Fortnightly
60,Male,Clothing,21,Maryland,Fall,3.1,23,Fortnightly
70,Male,Accessories,81,Vermont,Summer,3.9,44,Monthly
36,Male,Clothing,82,Texas,Fall,3.4,3,Quarterly
56,Male,Accessories,88,Nebraska,Spring,3.1,14,Monthly
69,Male,Outerwear,100,South Carolina,Fall,4.8,37,Quarterly
39,Male,Accessories,66,Massachusetts,Winter,3.9,22,Weekly
38,Male,Accessories,25,Texas,Winter,3.5,2,Every 3 Months
36,Male,Accessories,53,Florida,Summer,3.1,44,Fortnightly
46,Male,Clothing,28,South Carolina,Fall,4.7,49,Monthly
59,Male,Accessories,23,Florida,Fall,4.6,22,Bi-Weekly
64,Male,Accessories,34,Nebraska,Fall,3.3,26,Annually
49,Male,Clothing,42,Hawaii,Spring,3.2,40,Weekly
32,Male,Clothing,24,Montana,Summer,3.1,16,Quarterly
29,Male,Accessories,47,South Dakota,Fall,3.5,17,Bi-Weekly
24,Male,Outerwear,78,Alabama,Spring,4.3,48,Bi-Weekly
41,Male,Clothing,89,Arkansas,Summer,2.9,28,Every 3 Months
41,Male,Accessories,59,Mississippi,Fall,2.7,26,Fortnightly
32,Male,Clothing,94,Vermont,Summer,4.0,43,Quarterly
69,Male,Clothing,49,New York,Fall,4.6,38,Weekly
65,Male,Clothing,89,North Dakota,Summer,4.7,36,Every 3 Months
54,Male,Accessories,91,Wisconsin,Summer,4.7,1,Weekly
39,Male,Footwear,89,California,Spring,4.0,49,Annually
37,Male,Outerwear,57,Maryland,Spring,3.6,41,Every 3 Months
51,Male,Clothing,71,Massachusetts,Winter,3.4,21,Monthly
26,Male,Clothing,97,Washington,Fall,3.0,24,Quarterly
42,Male,Footwear,45,Minnesota,Fall,2.6,27,Weekly
21,Male,Clothing,91,Washington,Spring,4.2,4,Annually
53,Male,Clothing,25,South Carolina,Spring,3.4,19,Annually
36,Male,Clothing,63,New Mexico,Fall,4.0,1,Fortnightly
21,Male,Clothing,52,North Carolina,Summer,4.7,27,Annually
33,Male,Footwear,43,Iowa,Winter,3.9,5,Weekly
49,Male,Clothing,28,Louisiana,Summer,3.3,20,Quarterly
31,Male,Clothing,78,Oklahoma,Summer,2.9,50,Annually
68,Male,Clothing,31,Michigan,Spring,4.4,36,Fortnightly
49,Male,Clothing,23,Oregon,Winter,3.6,12,Bi-Weekly
23,Male,Accessories,25,Idaho,Spring,4.5,23,Monthly
30,Male,Clothing,86,Indiana,Summer,3.7,21,Weekly
53,Male,Footwear,88,New Mexico,Spring,2.8,47,Weekly
65,Male,Accessories,35,South Carolina,Spring,4.5,38,Bi-Weekly
60,Male,Accessories,34,Vermont,Fall,4.4,40,Every 3 Months
46,Male,Clothing,75,Delaware,Winter,3.3,35,Quarterly
54,Male,Clothing,46,North Dakota,Winter,4.2,4,Quarterly
59,Male,Accessories,31,California,Fall,2.7,28,Every 3 Months
52,Male,Clothing,93,Montana,Spring,3.9,36,Every 3 Months
41,Male,Accessories,85,Missouri,Spring,2.6,15,Annually
43,Male,Accessories,68,Tennessee,Fall,4.5,7,Fortnightly
63,Male,Clothing,40,Virginia,Spring,2.7,29,Every 3 Months
37,Male,Clothing,51,Vermont,Winter,2.9,12,Annually
44,Male,Accessories,85,Rhode Island,Winter,3.4,16,Bi-Weekly
67,Male,Outerwear,23,Kansas,Summer,2.9,50,Bi-Weekly
27,Male,Clothing,28,Colorado,Summer,3.8,11,Annually
60,Male,Clothing,44,Georgia,Fall,4.2,28,Quarterly
58,Male,Accessories,57,Nebraska,Spring,3.5,36,Bi-Weekly
53,Male,Accessories,98,Missouri,Fall,3.1,38,Quarterly
43,Male,Accessories,68,Alaska,Winter,3.5,32,Monthly
32,Male,Outerwear,36,Virginia,Fall,4.0,42,Weekly
54,Male,Outerwear,71,Nebraska,Spring,3.7,22,Bi-Weekly
47,Male,Clothing,60,Rhode Island,Fall,4.2,22,Quarterly
57,Male,Outerwear,87,New Hampshire,Fall,4.8,31,Quarterly
63,Male,Footwear,38,Alabama,Winter,4.1,28,Monthly
70,Male,Footwear,45,North Carolina,Spring,4.5,40,Weekly
62,Male,Outerwear,47,New Mexico,Fall,2.7,21,Weekly
40,Male,Clothing,57,Minnesota,Fall,2.8,12,Every 3 Months
25,Male,Accessories,68,Arizona,Summer,3.7,33,Annually
19,Male,Clothing,52,Montana,Fall,3.6,9,Fortnightly
25,Male,Clothing,87,Vermont,Fall,4.7,15,Weekly
21,Male,Accessories,34,Maine,Summer,3.8,13,Annually
55,Male,Footwear,41,Virginia,Winter,2.9,35,Fortnightly
34,Male,Accessories,94,California,Winter,4.6,1,Every 3 Months
47,Male,Accessories,93,New York,Summer,2.8,25,Fortnightly
27,Male,Clothing,51,Indiana,Winter,4.6,20,Every 3 Months
67,Male,Clothing,42,Mississippi,Fall,2.8,36,Quarterly
40,Male,Footwear,95,New York,Winter,3.0,33,Weekly
53,Male,Accessories,90,New Mexico,Fall,3.7,36,Fortnightly
24,Male,Clothing,98,Kentucky,Winter,4.1,32,Annually
47,Male,Accessories,39,North Dakota,Winter,4.3,21,Quarterly
53,Male,Footwear,66,Arkansas,Fall,3.8,48,Bi-Weekly
47,Male,Footwear,23,Maryland,Winter,3.7,25,Quarterly
38,Male,Clothing,73,Connecticut,Winter,4.8,32,Annually
48,Male,Accessories,23,Utah,Summer,4.6,45,Every 3 Months
47,Male,Clothing,43,Missouri,Fall,4.8,4,Fortnightly
19,Male,Clothing,45,Nebraska,Winter,4.6,19,Bi-Weekly
38,Male,Footwear,21,Hawaii,Winter,4.0,1,Weekly
57,Male,Clothing,40,Illinois,Spring,2.6,12,Weekly
70,Male,Clothing,58,Vermont,Fall,2.6,18,Monthly
38,Male,Clothing,48,New Jersey,Summer,4.5,43,Bi-Weekly
35,Male,Clothing,94,Kentucky,Fall,4.2,31,Annually
46,Male,Accessories,74,Wyoming,Spring,3.4,33,Every 3 Months
32,Male,Accessories,51,Hawaii,Fall,3.7,46,Monthly
38,Male,Clothing,83,Missouri,Winter,3.6,41,Bi-Weekly
41,Male,Accessories,68,Mississippi,Winter,4.0,41,Fortnightly
19,Male,Accessories,84,Massachusetts,Spring,4.6,9,Fortnightly
18,Male,Clothing,58,Louisiana,Fall,3.0,34,Annually
45,Male,Clothing,92,West Virginia,Winter,3.3,21,Annually
23,Male,Clothing,69,Washington,Summer,3.8,5,Fortnightly
60,Male,Clothing,48,Oregon,Summer,2.7,32,Weekly
52,Male,Footwear,60,New York,Spring,4.5,44,Monthly
42,Male,Footwear,20,Iowa,Winter,4.8,46,Bi-Weekly
29,Male,Clothing,55,Idaho,Summer,4.2,42,Every 3 Months
31,Male,Outerwear,88,New Jersey,Spring,3.5,50,Bi-Weekly
30,Male,Clothing,48,Ohio,Winter,4.9,33,Fortnightly
23,Male,Accessories,74,Connecticut,Spring,4.1,32,Quarterly
31,Male,Outerwear,42,Florida,Fall,2.9,32,Bi-Weekly
40,Male,Clothing,32,South Carolina,Fall,4.0,37,Every 3 Months
39,Male,Clothing,98,Missouri,Summer,4.6,9,Fortnightly
28,Male,Clothing,89,Rhode Island,Fall,2.8,6,Fortnightly
23,Male,Accessories,97,Delaware,Summer,5.0,36,Quarterly
42,Male,Accessories,49,Colorado,Spring,2.9,1,Annually
68,Male,Clothing,50,Nebraska,Spring,3.3,48,Fortnightly
24,Male,Accessories,91,Vermont,Winter,3.4,44,Quarterly
24,Male,Accessories,93,Montana,Winter,3.0,9,Bi-Weekly
21,Male,Accessories,98,Florida,Summer,4.7,32,Annually
49,Male,Clothing,82,Delaware,Fall,2.9,14,Monthly
41,Male,Outerwear,37,Connecticut,Summer,4.1,43,Quarterly
22,Male,Accessories,63,Hawaii,Fall,3.2,32,Bi-Weekly
42,Male,Clothing,99,New Mexico,Winter,2.7,26,Bi-Weekly
30,Male,Clothing,37,Kansas,Spring,4.7,2,Monthly
38,Male,Footwear,34,Nevada,Spring,3.2,16,Every 3 Months
40,Male,Clothing,32,North Carolina,Winter,2.5,50,Every 3 Months
55,Male,Footwear,23,New Mexico,Winter,4.3,6,Every 3 Months
37,Male,Clothing,78,Idaho,Spring,4.4,20,Annually
41,Male,Outerwear,54,California,Winter,4.7,9,Weekly
38,Male,Clothing,94,Wisconsin,Fall,4.0,47,Bi-Weekly
42,Male,Accessories,75,Alaska,Spring,4.6,33,Annually
26,Male,Clothing,69,Pennsylvania,Summer,3.8,46,Bi-Weekly
41,Male,Accessories,35,Virginia,Winter,3.2,9,Monthly
27,Male,Clothing,78,California,Spring,5.0,8,Monthly
61,Male,Clothing,29,Kentucky,Summer,3.5,48,Quarterly
58,Male,Clothing,62,New York,Fall,3.7,2,Monthly
25,Male,Clothing,58,Vermont,Spring,4.8,31,Weekly
33,Male,Footwear,88,Pennsylvania,Summer,3.7,40,Monthly
57,Male,Accessories,80,New York,Summer,3.5,35,Monthly
39,Male,Accessories,47,North Carolina,Summer,4.9,40,Monthly
60,Male,Accessories,51,Wyoming,Summer,4.7,27,Every 3 Months
39,Male,Clothing,25,Ohio,Spring,4.9,10,Annually
42,Male,Clothing,36,Alabama,Summer,4.3,23,Weekly
53,Male,Clothing,79,Rhode Island,Winter,3.1,32,Quarterly
20,Male,Clothing,41,Oregon,Winter,3.4,6,Monthly
46,Male,Clothing,68,North Dakota,Fall,2.7,27,Weekly
46,Male,Footwear,51,Illinois,Spring,2.6,25,Fortnightly
69,Male,Accessories,38,New Mexico,Fall,2.9,11,Annually
28,Male,Accessories,46,Colorado,Summer,2.7,23,Monthly
42,Male,Footwear,20,Utah,Summer,4.5,44,Quarterly
30,Male,Accessories,25,Virginia,Summer,3.1,35,Fortnightly
50,Male,Clothing,89,Maine,Winter,3.2,45,Every 3 Months
59,Male,Clothing,77,Nebraska,Winter,3.3,22,Quarterly
54,Male,Accessories,94,Hawaii,Fall,2.9,18,Quarterly
50,Male,Accessories,100,Idaho,Fall,4.1,20,Weekly
25,Male,Footwear,96,West Virginia,Winter,2.7,28,Fortnightly
41,Male,Clothing,36,Vermont,Winter,4.0,15,Bi-Weekly
35,Male,Accessories,27,Indiana,Fall,2.6,42,Fortnightly
67,Male,Accessories,67,Idaho,Winter,3.5,20,Quarterly
33,Male,Clothing,91,Minnesota,Fall,2.8,16,Fortnightly
19,Male,Accessories,62,Wyoming,Fall,4.5,47,Annually
25,Male,Clothing,88,Kansas,Fall,3.0,34,Annually
32,Male,Clothing,66,Georgia,Summer,4.4,30,Weekly
30,Male,Footwear,65,Kansas,Fall,4.7,5,Quarterly
18,Male,Accessories,25,Nebraska,Winter,4.3,38,Quarterly
38,Male,Accessories,64,Washington,Spring,4.8,18,Annually
22,Male,Clothing,72,Missouri,Spring,4.8,28,Annually
40,Male,Accessories,74,Washington,Summer,4.4,42,Fortnightly
54,Male,Accessories,50,Kansas,Fall,3.7,5,Weekly
70,Male,Clothing,97,Minnesota,Fall,3.9,50,Monthly
52,Male,Footwear,36,Colorado,Spring,3.8,33,Fortnightly
34,Male,Outerwear,49,Utah,Fall,4.1,1,Weekly
65,Male,Footwear,64,North Carolina,Spring,4.0,14,Fortnightly
38,Male,Clothing,31,Florida,Summer,4.5,48,Monthly
35,Male,Footwear,66,New Hampshire,Winter,4.0,26,Weekly
40,Male,Clothing,82,Illinois,Spring,4.5,44,Annually
23,Male,Clothing,88,Louisiana,Winter,2.7,18,Fortnightly
45,Male,Footwear,34,Alabama,Summer,3.8,31,Every 3 Months
40,Male,Footwear,84,Florida,Winter,3.8,18,Weekly
42,Male,Accessories,96,Alabama,Summer,3.8,41,Every 3 Months
57,Male,Footwear,71,California,Winter,4.3,18,Every 3 Months
18,Male,Outerwear,77,Maryland,Summer,3.5,3,Bi-Weekly
18,Male,Clothing,66,Nevada,Spring,3.8,5,Bi-Weekly
56,Male,Clothing,21,Massachusetts,Winter,3.7,13,Annually
35,Male,Clothing,37,South Carolina,Summer,4.8,22,Annually
49,Male,Clothing,90,Delaware,Fall,4.9,45,Fortnightly
49,Male,Outerwear,96,Hawaii,Fall,4.3,39,Every 3 Months
34,Male,Accessories,37,Florida,Summer,4.4,18,Annually
63,Male,Clothing,66,Rhode Island,Winter,3.4,19,Fortnightly
42,Male,Accessories,45,Wyoming,Spring,4.3,29,Weekly
41,Male,Footwear,89,Colorado,Summer,4.6,19,Weekly
26,Male,Footwear,94,Virginia,Fall,3.8,22,Monthly
48,Male,Footwear,96,Nebraska,Summer,3.9,21,Annually
62,Male,Clothing,31,Oklahoma,Spring,2.6,22,Monthly
24,Male,Accessories,79,North Dakota,Winter,4.2,44,Every 3 Months
48,Male,Outerwear,39,Michigan,Spring,4.6,42,Quarterly
31,Male,Clothing,22,California,Fall,5.0,33,Quarterly
41,Male,Clothing,32,Tennessee,Fall,4.2,6,Annually
24,Male,Clothing,71,Ohio,Winter,4.3,44,Every 3 Months
60,Male,Clothing,96,Florida,Spring,3.3,24,Annually
38,Male,Accessories,82,Missouri,Fall,4.9,16,Quarterly
58,Male,Accessories,76,South Carolina,Spring,4.4,12,Fortnightly
53,Male,Accessories,22,Arizona,Winter,3.1,50,Monthly
44,Male,Accessories,40,Indiana,Winter,3.5,42,Quarterly
51,Male,Accessories,92,North Dakota,Summer,3.9,50,Monthly
36,Male,Outerwear,94,Montana,Fall,3.9,10,Quarterly
20,Male,Clothing,44,Missouri,Fall,4.3,32,Weekly
32,Male,Accessories,49,Kentucky,Spring,3.8,37,Weekly
66,Male,Clothing,26,Georgia,Spring,2.7,15,Monthly
49,Male,Clothing,38,Kentucky,Fall,4.4,27,Annually
27,Male,Clothing,72,Georgia,Spring,3.5,7,Weekly
29,Male,Clothing,99,Alaska,Summer,3.4,49,Quarterly
29,Male,Outerwear,38,Maine,Spring,4.0,44,Monthly
55,Male,Outerwear,96,New Mexico,Winter,4.8,13,Bi-Weekly
57,Male,Clothing,27,New York,Spring,4.5,38,Fortnightly
29,Male,Clothing,24,Oklahoma,Winter,4.4,10,Weekly
31,Male,Clothing,82,Wyoming,Summer,4.1,25,Weekly
25,Male,Accessories,56,Alabama,Summer,4.6,18,Quarterly
61,Male,Accessories,25,Maryland,Fall,3.8,6,Every 3 Months
53,Male,Footwear,67,West Virginia,Spring,2.9,35,Quarterly
22,Male,Footwear,21,Kentucky,Summer,2.8,31,Fortnightly
28,Male,Clothing,27,Kansas,Summer,3.0,41,Annually
18,Male,Footwear,97,Idaho,Fall,4.2,8,Annually
44,Male,Accessories,45,Ohio,Winter,4.1,34,Fortnightly
32,Male,Clothing,63,Iowa,Fall,4.1,20,Annually
34,Male,Accessories,100,Michigan,Summer,4.6,38,Every 3 Months
67,Male,Clothing,38,South Dakota,Spring,2.5,35,Quarterly
66,Male,Clothing,45,Nebraska,Summer,3.0,6,Annually
28,Male,Accessories,91,California,Fall,3.8,50,Weekly
70,Male,Clothing,82,Nevada,Fall,4.1,47,Weekly
37,Male,Footwear,48,Kansas,Winter,3.3,23,Quarterly
28,Male,Outerwear,30,Ohio,Spring,5.0,13,Quarterly
43,Male,Clothing,34,Vermont,Spring,3.8,31,Monthly
37,Male,Clothing,68,Georgia,Fall,3.3,16,Every 3 Months
54,Male,Accessories,95,Maryland,Winter,5.0,40,Annually
50,Male,Accessories,22,Connecticut,Spring,2.9,45,Quarterly
46,Male,Accessories,88,Washington,Fall,2.5,50,Every 3 Months
60,Male,Clothing,83,California,Summer,4.7,1,Quarterly
40,Male,Accessories,87,Montana,Spring,2.9,10,Every 3 Months
64,Male,Outerwear,57,Idaho,Summer,3.7,48,Every 3 Months
18,Male,Outerwear,88,Pennsylvania,Summer,4.4,38,Monthly
37,Male,Clothing,20,Maine,Winter,2.9,21,Annually
36,Male,Accessories,39,Montana,Summer,3.6,38,Monthly
51,Male,Accessories,71,New Jersey,Spring,4.8,31,Fortnightly
26,Male,Clothing,73,Louisiana,Winter,4.7,9,Fortnightly
68,Male,Accessories,63,Maine,Summer,2.6,47,Weekly
27,Male,Accessories,78,Florida,Winter,3.4,8,Bi-Weekly
28,Male,Clothing,96,Missouri,Fall,3.5,30,Annually
49,Male,Accessories,81,North Dakota,Winter,3.4,22,Quarterly
70,Male,Clothing,95,Connecticut,Fall,5.0,3,Quarterly
30,Male,Accessories,68,Virginia,Spring,4.6,15,Monthly
